Tweets
"@SenWarren @SECGov Under Gary, we saw FTX, Celsius, 3Arrows, Luna failures and he spent his time going after Ripple XRP which is safe asset for investors. until today there is no Crypto regulations. only regulation by enforcement. You need to fire SEC chair for incompetency and failure on his job"
@crypto_bitlord7 Waking up in the morning to the DAO being drained was my worst day...until today!!
"@WhyFudBro @CryptoGodJohn no way this happens. i was pretty hopeful up until today, but 8 bn now without cz is pretty much impossible given the apparent state of ftx and the tight monetary politics. and don't even worry about a bounce because no institution will touch crypto for a while now."
"I’d blissfully never heard of FTX until today, and boy sure seems the crypto people are speedrunning pre-New-Deal banking in the span of like 4 years https://t.co/OYuXZQAAOV"
"@qcapital2020 What Pomp said isn't wrong.  Until today's carnage, BTC was more stable than most of Nasdaq stocks, certainly better than high beta ones.  We just witnessed Lehman + Bearn Sterns of Crypto.  Crypto IS an asset that deserves some exposure."
@Ashcryptoreal We buy the dip all year and then we regret buying anything until today...there's no such thing as the early bird gets the worm in crypto..
"@Crypto_Luva Never heard of this until today. Wow, I'll check them out mate. Thank you"
"Crypto has been a great chapter of my life, mostly painful and rough, can’t even get over of this awful feeling even until today. At least it has changed my perspective and idea when I’m transiting towards trading. However still got fked."
@TommyCryptoland @crypto_bitlord7 Was good until today shitstorm....max pain today for sure since I am not a trader and just buy and HODL for the long term 5 to 7 years. https://t.co/PciLqV8YjA
"@duediligenceguy Yes. Cryptos had been moving slowly upwards correlating with broader markets, and the drop in DXY. The last lows in the broader market crypto just chopped sideways, uncharacteristically less volatile until today’s shit hit the fan. I was happy to see a higher high in silver. 💪🏻"
"@ROTKofstonks Not long until today, so not bagholding.. but they only have a $300 mil loan backed by crypto on BS. And I say ""only"" because they have $1.184 bil of tangible equity as of 9/30. https://t.co/A4LlTlDDh5"
SBF was like a crypto-god until today when his empire had to be rescued from his arch-rival CZ of Binance. Easily the biggest story in crypto this year. Check out our piece from @kevobt hot off the presses: https://t.co/SKq7Q4mFs5
"A shame to have to end the bullish pursuit.

But you have to deal with what's in front of you. Equities have held up well until today, crypto has been struggling with the internal issues for 48 hours and the DXY is sweeping lows and holding a HL.

Was fun while it lasted."
"@Vrunleashed @Crypto_ICP888 We disagree and that’s fine bro
If smart money was accumulating, there would be supports.
This price action has been nothing but FTX and Binance OI up until today.
10k is what the chart reads. It always has"
@360_trader only #BITCOIN safe crypto assets until today
"@FLVoiceNews Waited until today to vote, about to go now. Voting pro crypto candidates only."
"The prestigious 1000 Miglia is undoubtedly the most beautiful car race in the world

💫https://t.co/Fo9BVTBlXB
Since 1988 until today, #Chopard has offered timeless watches, featuring a resolutely sporty character tinged with deliciously retro accents, much like the rally
#Crypto https://t.co/UEDIhS8fcG"
@Crypto__Diva As a former crypto noob I started with USDT which I continue to hold until today. It is essentially one of the mandatory cryptos that anyone entering here should be exposed to.
… They keep talking about “波场” which I had assumed meant “the crypto trading scene” until today I figured it meant “TRON”.
"Fascinating: Since Elon acquired Twitter the crypto associated with his name has been popping off — until today, and the dip appeared to start right after his (now-deleted) tweet about the Pelosi attack. What a weird barometer."
"@crypto_inez Never win from @crypto_inez and no win in this mont until today. 😭

YA ALLAH PLEASE I WANNA BE THE WINNER. 🤲🤲🤲

@mooiwinter 
@mooiwinter 
@mooiwinter 
@mooiwinter 
@mooiwinter 
@mooiwinter 
@mooiwinter 
@mooiwinter"
"@joabcg_hrba @mattomattik reject the regulations and keep pushing back. This fight is not unique to crypto was fought before for instance for encryption, the state wanted to make it illigal and for the internet. Both cases are permissionless and available until today."
@DidiViewing @KeithMcCullough May be too. I finished my pivot 24 jan with all my money ready for this free fall. I still dont believe I shorted and covered crypto until today( many times) - it set me free from hodlers narratives
"@doge_bud @elonmusk Sorry I don’t understand what you’re saying.  Anyway,  I’m going to try and stay with only crypto talk on Twitter.   It’s been sooooo nice not to have the political crap all over my feeds…..until today anyway🤣.  Good luck with crypto!!!"
"I could never imagine joining Twitter.   Until Today.   Until Musk fires the CEO, CFO, and Chief Censor.   Oh! What a world!   It's a new day for Twitter.   Time to add new functionality to Twitter.   How about a way to send cash via Twitter?   Or sell stuff?    Crypto?"
"From 2008 until today, crypto has managed to built a whole new financial system from zero. #Crypto is challenging the old ways of doing things, and in some cases reinvented the things that traditional finance had been doing for centuries."
"Rug pulls are the most common scam in crypto and, until today, the vast majority have gone undetected. Solidus data indicates that more than 188,000 rug pulls have been launched on ETH and other blockchains — far more than previous estimates.

Learn more: https://t.co/PP2pEMvToZ"
"Amazing crypto community!! Thank you so much. From 5 October until today you have donated a total of 12.38337582 ETH and 5000 USDC = 819,446 baht. 
At the current rate, we can run the entire operation for 330 ETH for ONE YEAR! 
Wanna help us reach the goal? See QR code 🙏❤️😊 https://t.co/k0wX1W3ARa"
"The opening scene of Clerks III absolutely shits on NFTs, shows a clip of @Bitboy_Crypto in a Christian Crypto Cult and compares Beanie Babies to our beloved ponzis.

 @ThatKevinSmith I've never been on the wrong side of Randall until today. I'm too high to know if I'm offended."
@aeyakovenko Never heard of it until today. GitHub says most was developed by Facebook for their attempt at crypto. No thanks. 😂
"SAITAMA token is one of the biggest scams perfectly executed in the history of crypto. 

No airdrops until today. That means they stole our money. The devs should be held liable. https://t.co/8ELuHdUfgn"
@CaptTK13 @ThePhunky1 @Buddies_St @TheKiltMaster @1xKBL @crypto_xta @aemonk1 @shitisbigtime @palmatoshi @DAOnToEarth @Cryptolearner79 @CrisisKenji @SupraVoxelle We have a similar list. But still I am sitting here with no sama until today 😅🤝
"@ZenGo My scariest moment in crypto was LUNA crash.

The crash was happened 1 day before I sold more than half of LUNA around ±$300 (not much but It really affect my feeling. and still, I lost ±$200 in next day). Dumped 99% 😢

Because of that, I'm holding USDT 100% until today 😢"
"If we look at the behavior and revaluation of other markets such as gold, its price 50 years ago until today has a considerable increase of 1000%. In the case of real estate, in San Francisco for example, its increase in the 5 decades was 480%.

#Crypto #cryptocrash #cryptomarket https://t.co/Ihri2xNsAT"
"If we look at the behavior and revaluation of other markets such as gold, its price 50 years ago until today has a considerable increase of 1000%. In the case of real estate, in San Francisco for example, its increase in the 5 decades was 480%.

#Crypto #cryptocrash #cryptomarket https://t.co/kzNKPbA06Q"
I feel honored to be subtweeted by a crypto influencer. Glad I take up some real-estate in your head. 🧠 🏡 Cuz I forgot you existed until today 😂
@jeremeybivens @unizen_io I knew about them through $xi staking awhile back. Hadn’t used their product really until today. They made a ton of progress and it is the most user friendly experience I’ve had in crypto
"Dearest @Bitboy_Crypto, you utterly soft sack of shit, I never commented on your horrendous tweets until today. I retweeted your prediction for #Bitcoin's price action and said it was the pleb signal that we'll get cheap bitcoin for a while. AND YOU BLOCKED ME OVER THAT? 🤣🤣🤣"
"@PBOpodcast @CryptoDomF exactly. I've a lot stressed on the point of ""creating demand for #ADA"". Until today, average Joe buys ada ONLY for speculation of future prices (which I believe into, but that's not the point). Just like any crypto indeed. We can do more: create non-speculative demand for #ADA."
@girlgone_crypto I didn't know until today as well 😉
"A few days ago my account got hacked and I lost control of it until today. Thankfully @TwitterSafety was able to recover it for me.

Apologies to my followers for tweets about crypto and any other trash that the hackers tweeted from here."
"@crypto_punjabi ps just kidding - growing pains and to be expected, but i forgot how high gas feels until today for an hour (its' become so rare that it surges like that) = progress. it'a all ok"
"Lot of people still not believe with #Crypto , which #altcoin do you believe until today? 

#Gems #binance #BNBChain #ETH #1000xgem #altcoin #BSC #BTC #cryptocurrency #RichQUACK $QUACK"
"Hey @adamlashinsky re: your op ed on celebrity crypto con

FYI: Kim Kardashian has never, ever had any concern about personal dignity. She’s made that perfectly clear since she marred our social consciousness w her sex tape up until today. And on until, well, you know."
"Addressed to Crypto Mining Game
@CMG_network, I have paid my subscription in patreon elite lv5 on October 1, it has been activated until today the 6th in which it has been deactivated. I hope they solve the problem"
"I only heard about this Diagonal stuff a month ago, I had no idea until today my YouTube had that embedded hashtag, I have no recollection of recommending crypto as a great hedge against inflation, and I have absolutely no idea I appointed Andrew Scheer to be my new House Leader. https://t.co/ezabsjZGUL"
"Hi, PPAD Holders⚡️

🔥2,000,000 $PPAD Tokens have been burned🔥

🚀We've burned a total of 10,000,000 PPADs from the team wallet until today!

🔥TEAM WALLET IS TOTALLY BURNED NOW!💯

Check the wallet!
https://t.co/8bky4SXIsj

#PlayPad $PPAD #PPAD #tokenburn #crypto #Launchpad https://t.co/gS6ST6JGG8"
"I'm listening 🎧
Cranberries - Zombie 

Who still hear this song until today? Raise your hand 🧤

#Crypto #NFT #NFTs #RichQUACK $QUACK"
"@Bitboy_Crypto I felt the same until today, which was stay away from Doge (the ultimate shit coin); however, this platform (twitter) gives Elon a medium to integrate doge into an ecosystem. 

He had done a lot of pumping around this token and has said his commitment will not wane."
"@adamamcbride @Crypto_Skulls Thanks, Adam!! We're glad to have this ink shortage behind us, full steam ahead. Also, going to be including extra goodies for all orders up until today as a lil' thank you for everyone's patience 🙊🤎"
"#CryptoNews📰 The Global Crypto Market cap Has Held strong above $900B But Under $950B Until Today , The market cap broke thru and Is Resting At $961Billion , We need More Influxes Of cash 💰 That’s Waiting On The sidelines #Bitcoin #SHIB #DOGELONMARS #Ethereum &amp; #LUNC ALL 🆙"
"You ever owned 1% of a $2M+ #nft collection?

Ya me neither😑

Until today! I own 50/5000 @TheStoicsNFT 🦉🚀

I can’t believe @GabrielJWeis was my first #digitalart Piece, now I’m one of his largest #collectors 🤩

@Beanstamatic @YVR_Trader @KeithBotha2 @Ape4249 #crypto @opensea https://t.co/vCleyjWO4O"
"@okx guys I’m trying to buy crypto with card and getting this error: need validate[poa, invest_info] - please advise as cannot find any help online. Have had no problems buying until today?"
"When we test this theory with web3 and crypto from 2018 until today, we see we have a long way to go.

We aren't anywhere near full adoption.

Mobile-native applications will help us get there.
Justin Vogel 🦁"
"@crypto_queen_x to be honest, until today 10/3/2022 , nothing!"
@new_core_7 @crypto_Mine387 Now I don’t believe anymore to anyone none of giveaway receive until today all these giveaways are lairs
"Perfect little thread on $QNT and why it has been THE proven Bear Market Ki||er since 2018 👇

The thing that probably 99% of the crypto investors underestimate until today, is the power of the tokenomics &amp; the token utility of this coin, which is second to none in this industry. https://t.co/NXp5wNb4BF"
"Working on something to pitch, and I always am inspired by the earlier work of @Onyro_Crypto. Thanks for your creativity man, until today, still inspiring... https://t.co/EKbrkGaarQ"
@GwichBlockchain @Crypto_McKenna i mean kwon allegedly cashed out $60m from lfg and mass didnt know about it until today 🤷‍♂️
I think we could be seeing #Crypto working inverse to the markets as designed. It’s always been the hedge against inflation but of late has followed the market trend until today! I’m loaded with bags so hopefully it moonshots! $XLM $BTC $ETH $SHIB $UNI $LINK
@Crypto_Trucker_ @SpaceMonkeysDAO @HGESOL @hadeswap Until today I haven’t bought one derivative. I can now say @SpaceMonkeysDAO has officially popped my cherry. 🍒 https://t.co/vpMTR3qBmg
"There have always been different cycles in the history of crypto. At the end of last year, a new bear trend started, which is lasting until today.

But do you think this will come to an end? When could that be? https://t.co/CFS87WDkO6"
"There have always been different cycles in the history of crypto. At the end of last year, a new bear trend started, which is lasting until today.

But do you think this will come to an end? When could that be? https://t.co/qfjkC9nOjs"
"Until today if you still own 0 #bitcoin, you have no cure and don't tell people you are in #crypto World. 😂"
"@MishGEA You are too bearish on blockchain technology. Anyone buying bitcoin in 2021 or even up until today is probably not smart, but the bottom is not zero. That's as illogical as those Bitcoin to 100k moonboys. 

Best to be logical and treat crypto for what it is. A risky asset class."
@SimonSvatos1 Imagine @ercwl designed it as a joke and all CT and every grifter including @AltcoinDailyio @Bitboy_Crypto and @RaoulGMI still taking it seriously up until today😅
Until today #RichQUACK still is the best #Crypto https://t.co/78ZbT08ejq
@jutawan_crypto @PrototypeCNFT Until today they have opened the discord 2 times (5mins and 4 mins). 9 mins in total. There are around 700 members which is quite impressive!
"🧵
Today marks 1 year of my crypto art journey! 🎉🎂

Meet Hina! My first OC and my very first NFT minted on OpenSea (Polygon) on September 16 2021

Thank you so much everyone that supports me from beginning until today! It's such a wonderful journey here!
1/5 https://t.co/vh18zh2bB2"
"The crypto industry has proven to be one of the rapidly growing industry from the beginning of the pandemic until today. Every day  more people are selecting to invest in cryptocurrencies 
#crypto #wallet #virtual #industry
https://t.co/M1GxK8aY8y"
"I’ve made and lost more life-changing money in crypto than I’d like to admit. 

Turns out it’s pretty hard to do financial and tax planning, risk management, and to work with financial professionals when you are mostly on-chain. Until today!"
"@Crypto_Iion @bull_bnb lol it’a already live from February and people since today collected a lot of tokens ,  i installed it and forgot that I have this app, never used for walking or running, I think app just collected info and got 800 tokens until today lol
Imagine when people will start selling https://t.co/PzMPGjc1gQ"
"@nftqueen_v @StepnVegas @ShreddedApes Hahaha

Looks like me trying to keep my crypto gains from 10th November 2021 until today.

I chose the wrong year to buy the dip EVERY DIP all the way down.

Legendary Stepn Mystery Boxes is just 1 week away for me which is my next target,  after that I'll be able to $WHEY in..."
are you optimistic with the plan of #Terra #LUNC? this past week it pumps high until today. $lunc has a carnival ongoing on #Kucoin. $1M prize pool to share with 🌺 #crypto #luna #bitcoin #ethereum #burning #tax #staking #sundayvibes https://t.co/vN9QqWgvWc
"@ogjustinw @CorbinBTC @blockchainchick Until today there is only one true DAO, Bitcoin. I understand the rush in getting to many other true DAOs. But IMV it is a waste of time in doing it through 'crypto blockchains', even less in filling them with loads of SCs making its DB huge. SCs are for P2P. Anchoring is...IMB"
"The campaign with a 200% bonus on the deposit amount is until today.
If you use bitcoin, give it a try.

＃crypto #FX #bitocoin #USDT https://t.co/oeFl3pkdXJ"
@crypto_caesar1 @Coins_Kid yet at the same time he used bottom indicators which until today only pointed out bear market bottoms
https://t.co/BkQXekdkfD.  I just cant have your 10 followers beleive the Shit you say .. Didn’t buy &amp; hold got you Mr Youtuber somewhere in life “crypto” &amp; your friend “tsla “ Investments that were questioned until today .. As long as retail believes in a company &amp; trust Ceo
"🔒9 WINS 0 LOSSES🔥🔥🔥

Subscribers thought Saturday was wild, until TODAY 🤯

Started the day sweeping soccer and it only got better📈📈📈

DM FOR THURSDAY FREE🚨👀

ALL PLAYS LINK IN BIO💥💥

#MLB #NFL #GamblingTwitter #freeplays #Crypto #NFTGiveaway #NFTs #ChampionLeague https://t.co/Ze5v4NszU0"
"#Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@DroverToken #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@CryptoGemsCom #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@Crypto__Diva #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@cyber_bull_ #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@100xAltcoinGems #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@prudensfx #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@AJ_cryptoo #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@prudensfx #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@CryptoGemsWorld #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@Cryptofam3 #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@Cryptogems223 #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@tulioorocha_ #Bone is growing it's price, want you help to reach more price? Join #1CentEcosystem and buying #Xcent you contribute to Bone burns and only for hold receive rewards in #Shiba.
 45,550 Bone burn until today.
@1Cent_token

#Bscgems #cryptocurrency #crypto #altcoins"
"@anaethereum @3402_eth @dr3a_eth @queengwei @Miss__Crypto @nathania_ml @MetaMamaBear @UnfoldedLife @shawkednfts And I haven’t had a chance to formally say congratulations to @MetaMamaBear on her #gitcoin #ens grant for @metaticket_eth !!!! I didn’t know much about it until today, so I really enjoyed hearing her real world use cases and it makes so much sense  🥰 love these Queens !"
"10 years ago bitcoin was 10 USD.  
Would you sell it until today if you had 1 bitcoin ??
#bitcoin #crypto #trading"
"My $ETH fractal last Saturday vs price action until today. 🧚🪄🪄

#Bitcoin #Crypto https://t.co/GwxCu6fUCH https://t.co/JksR5Zclav"
"@Fidira_crypto @prezzee glad I didn't redeem by Prezzee gift cards until today, otherwise I would have never discovered Fidira 👏"
"There have always been different cycles in the history of crypto. At the end of last year, a new bear trend started, which is lasting until today.

But do you think this will come to an end? When could that be?
Sign up here ⬇️👍😊

https://t.co/c6kBAza8fy https://t.co/tXqFFN75tZ"
"3. I keep all the crypto tokens and until today, they lost 80% of value.
4. Now today I have to pay my taxes of 610 USD. But the crypto in my wallet is only worth 200 USD. I made a loss of 410 USD. 😣 2/4"
"@DocumentingBTC @Nanda_Kumar_94 and that is precisely happening to crypto today. The crowds are yelling, cursing, abusing, and others undermining behaviors. Can't tell you the abuse I got when the first time invested in crypto, and goes until today. Huh..."
@statelayer As someone pretty into Crypto Twitter I never saw a thing about it until today. Guess it’s just the degen portion of CT? Not saying that isn’t still signal but not sure it was pushed on CT generally. Or I’m not following the right section.
Finally stocks and crypto showing a negative correlation ! During the pandemic I found them to trade I. A positive manor which was off cause crypto should be more “safe” haven and should be deflationary but wasn’t showing any signs lately imo until today stock relative sell off
@elonmusk my second tweet put me in twitter jail until today! Ui said it was after “careful review”. I wanna know how they catch that and miss all the crypto scams. @heydave7 @WholeMarsBlog @stevenmarkryan
"@WestwoodTimmy @Veloper7 @chucklin @Dennis_Porter_ Bitcoin is linked to the time and energy that was used to mine it. Until today this link is indestructible and 
 not changeable. Thats why Bitcoin is the hardest asset that ever existed on earth. Nothing compares.
Crypto is bullshit though. Dont confound it with Bitcoin."
"Didn't understand what @theKryptview was all about until today. 
Thank you @TheKryptAnalyst for this detailed explanation. #Kryptview #crypto #D2E https://t.co/Sw4jlfK6Wb"
"Less than 3 hours until today's #CUTownHall! Plenty of time to sign up for your invite this afternoon. We will kickoff at 3pm ET/Noon PT sharp!
Sign up here for your invite- https://t.co/pepelJp6tr

#CreditUnions #FinTech #Bitcoin #Crypto #Meta #MetaVerse #Payments #StockMarket https://t.co/iUk3RxkMO8"
I haven't logged into this account until today and I found tweets on my account about crypto and airdrop? WTH? They're deleted now. I don't know if it's a bot or something. If you guys ever see me tweet something about that. It is not me.
".@harmonyprotocol fam, The fabulous DAY has arrived, it is until TODAY to submit ideas, solutions, &amp; proposals to https://t.co/wdhTwXevmK. On Wed, 8/24 @ 5p EST, Recovery $ONE team will review proposals in a Public Review via Twitter Space 🚀 #HarmonyONE #Crypto #NFT #web3 https://t.co/eJ049IURtU"
@Bitboy_Crypto I didn't know who you were until today and after seeing the screenshots I know not to listen🤣
"Sheesh...get into a Lyft with a MetaMask shirt on and get a lecture from the driver about how much better BNB Chain is than Ethereum because it is so much faster and cheaper.

Also, he's been in crypto longer than I have and had never heard of a rollup or layer 2 until today."
"@punk6529 Honestly, bought a ledger in 2017 and never used it for crypto or nfts until today - gas was so low it would be irresponsible not to transfer assets 😅"
-50% on the necessary initial depot for the Crypto offer (manual or automatic) - until TODAY 21H GMT (23H Paris Time) 🔥🔥🔥
@toscanof11 @Scott59021942 @CosmosHOSS @learn2process @mosnotwos @ChenteCosmos @MrketMsterMario @MrMohawk @JoeAbbey @SourceProtocol_ @UltraParadigm @Cosmos_Junky @CryptoChem0000 @dylanschultzie @alex_valaitis @IBCanon @EatHealthyGetR1 @JunoBunnyBiz @crypto_mayorEd Didn't notice this until today love it ❤️ thank you for adding me!
@JohnnyC23634303 @Bleeding_Crypto sorry we already in a bear market at march until today https://t.co/fgnfWdUura
"In this weeks edition of ‘What’s a 💩coin’ will talk about the top 10 Crypto by Market Cap 5 years ago tonight on https://t.co/lAlm9V0acQ

Will go over the 

-Fundamentals of DASH, which until today, I thought was a app to deliver food. 

-The SPEED of IOTA. Which is now extinct. https://t.co/qaSwGwZ4WO"
"THIS IS THE ANNUAL REVENUE CHART OF A CANADIAN #SMALLCAP 

I didn't know about it until today.

Chances are most of you don't either.

We're hoping to bring this #cryptocurrency company to you soon and for a long time

If you're bullish #Web3 #crypto #bitcoin stay tuned!! https://t.co/g2PA8N9UXx"
"I haven’t owned crypto in so long that I didn’t find out until today that Coinbase Pro is being sunset. I went to buy some solana, and was annoyed that the app is pushing me so strongly towards Coinbase Normie instead."
